# Index, Wavelength, , 
0, 321.664859469339490
1, 321.771379731252690
2, 321.877907755246330
3, 321.984443539147210
4, 322.090987080782270
5, 322.197538377978160
6, 322.304097428561760
7, 322.410664230359940
8, 322.517238781199410
9, 322.623821078906990
10, 322.730411121309540
11, 322.837008906233850
12, 322.943614431506770
13, 323.050227694955030
14, 323.156848694405480
15, 323.263477427684960
16, 323.370113892620280
17, 323.476758087038150
18, 323.583410008765500
19, 323.690069655629090
20, 323.796737025455740
21, 323.903412116072220
22, 324.010094925305400
23, 324.116785450982090
24, 324.223483690929070
25, 324.330189642973100
26, 324.436903304941100
27, 324.543624674659840
28, 324.650353749956080
29, 324.757090528656700
30, 324.863835008588470
31, 324.970587187578190
32, 325.077347063452690
33, 325.184114634038790
34, 325.290889897163250
35, 325.397672850653010
36, 325.504463492334710
37, 325.611261820035280
38, 325.718067831581490
39, 325.824881524800160
40, 325.931702897518050
41, 326.038531947562090
42, 326.145368672758930
43, 326.252213070935510
44, 326.359065139918580
45, 326.465924877534970
46, 326.572792281611500
47, 326.679667349974980
48, 326.786550080452170
49, 326.893440470869900
50, 327.000338519055050
51, 327.107244222834310
52, 327.214157580034620
53, 327.321078588482690
54, 327.428007246005390
55, 327.534943550429490
56, 327.641887499581860
57, 327.748839091289260
58, 327.855798323378450
59, 327.962765193676380
60, 328.069739700009730
61, 328.176721840205350
62, 328.283711612090090
63, 328.390709013490780
64, 328.497714042234120
65, 328.604726696147000
66, 328.711746973056170
67, 328.818774870788560
68, 328.925810387170830
69, 329.032853520029900
70, 329.139904267192550
71, 329.246962626485580
72, 329.354028595735830
73, 329.461102172770040
74, 329.568183355415100
75, 329.675272141497770
76, 329.782368528844870
77, 329.889472515283270
78, 329.996584098639690
79, 330.103703276740990
80, 330.210830047413940
81, 330.317964408485410
82, 330.425106357782170
83, 330.532255893131040
84, 330.639413012358770
85, 330.746577713292310
86, 330.853749993758360
87, 330.960929851583780
88, 331.068117284595360
89, 331.175312290619900
90, 331.282514867484220
91, 331.389725013015150
92, 331.496942725039500
93, 331.604168001384040
94, 331.711400839875580
95, 331.818641238341000
96, 331.925889194607070
97, 332.033144706500540
98, 332.140407771848340
99, 332.247678388477200
100, 332.354956554213910
101, 332.462242266885310
102, 332.569535524318270
103, 332.676836324339550
104, 332.784144664775910
105, 332.891460543454230
106, 332.998783958201330
107, 333.106114906843970
108, 333.213453387208970
109, 333.320799397123150
110, 333.428152934413330
111, 333.535513996906270
112, 333.642882582428910
113, 333.750258688807890
114, 333.857642313870140
115, 333.965033455442440
116, 334.072432111351590
117, 334.179838279424360
118, 334.287251957487680
119, 334.394673143368210
120, 334.502101834892870
121, 334.609538029888430
122, 334.716981726181700
123, 334.824432921599510
124, 334.931891613968670
125, 335.039357801115950
126, 335.146831480868230
127, 335.254312651052260
128, 335.361801309494810
129, 335.469297454022810
130, 335.576801082463020
131, 335.684312192642210
132, 335.791830782387190
133, 335.899356849524850
134, 336.006890391881940
135, 336.114431407285280
136, 336.221979893561640
137, 336.329535848537940
138, 336.437099270040900
139, 336.544670155897340
140, 336.652248503934060
141, 336.759834311977950
142, 336.867427577855720
143, 336.975028299394240
144, 337.082636474420330
145, 337.190252100760740
146, 337.297875176242310
147, 337.405505698691850
148, 337.513143665936240
149, 337.620789075802180
150, 337.728441926116490
151, 337.836102214706100
152, 337.943769939397670
153, 338.051445098018120
154, 338.159127688394220
155, 338.266817708352730
156, 338.374515155720590
157, 338.482220028324430
158, 338.589932323991260
159, 338.697652040547720
160, 338.805379175820750
161, 338.913113727637040
162, 339.020855693823480
163, 339.128605072206880
164, 339.236361860614010
165, 339.344126056871740
166, 339.451897658806840
167, 339.559676664246070
168, 339.667463071016360
169, 339.775256876944410
170, 339.883058079857110
171, 339.990866677581210
172, 340.098682667943540
173, 340.206506048770960
174, 340.314336817890190
175, 340.422174973128110
176, 340.530020512311520
177, 340.637873433267200
178, 340.745733733821960
179, 340.853601411802630
180, 340.961476465036070
181, 341.069358891349000
182, 341.177248688568280
183, 341.285145854520690
184, 341.393050387033100
185, 341.500962283932270
186, 341.608881543044960
187, 341.716808162198110
188, 341.824742139218470
189, 341.932683471932820
190, 342.040632158167970
191, 342.148588195750790
192, 342.256551582508050
193, 342.364522316266520
194, 342.472500394853110
195, 342.580485816094550
196, 342.688478577817700
197, 342.796478677849340
198, 342.904486114016270
199, 343.012500884145310
200, 343.120522986063290
201, 343.228552417597030
202, 343.336589176573280
203, 343.444633260818880
204, 343.552684668160680
205, 343.660743396425460
206, 343.768809443440030
207, 343.876882807031170
208, 343.984963485025730
209, 344.093051475250550
210, 344.201146775532380
211, 344.309249383698050
212, 344.417359297574360
213, 344.525476514988160
214, 344.633601033766180
215, 344.741732851735320
216, 344.849871966722390
217, 344.958018376554090
218, 345.066172079057370
219, 345.174333072058910
220, 345.282501353385670
221, 345.390676920864280
222, 345.498859772321740
223, 345.607049905584690
224, 345.715247318480070
225, 345.823452008834580
226, 345.931663974475160
227, 346.039883213228510
228, 346.148109722921450
229, 346.256343501380850
230, 346.364584546433490
231, 346.472832855906180
232, 346.581088427625730
233, 346.689351259418970
234, 346.797621349112660
235, 346.905898694533680
236, 347.014183293508780
237, 347.122475143864790
238, 347.230774243428470
239, 347.339080590026750
240, 347.447394181486350
241, 347.555715015634120
242, 347.664043090296840
243, 347.772378403301330
244, 347.880720952474460
245, 347.989070735642940
246, 348.097427750633590
247, 348.205791995273330
248, 348.314163467388820
249, 348.422542164807000
250, 348.530928085354620
251, 348.639321226858500
252, 348.747721587145410
